Serial Number,Movie Name,Language,IMDb Rating,Running Time,Year of Release,Maturity Rating
4245,Dil Ne Jise Apna Kahaa,Hindi,None,2 h 14 min,2004,NR
4246,Rupture,English,4.8,1 h 37 min,2017,18+
4247,Saudagar,Hindi,7.2,2 h 10 min,1973,All
4248,Gruha Lakshmi,Telugu,None,2 h 14 min,1984,NR
4249,Scooby-Doo!: The Movie,English,5.1,1 h 26 min,2002,13+
4250,Sri Renuka Devi Mahatme,Kannada,None,2 h 20 min,1977,NR
4251,Letters to Juliet,English,6.5,1 h 45 min,2010,7+
4252,Aligarh,Hindi,7.8,1 h 58 min,2016,NR
4253,The Imitation Game,English,8,1 h 54 min,2014,13+
4254,An Unfold Fact Lateef,Hindi,None,1 h 51 min,2015,NR
4255,The Host,English,5.9,2 h 5 min,2013,18+
4256,Shapath,Hindi,5.5,2 h 8 min,1984,NR
4257,Ei Mon Tomai Diechi,Bengali,None,2 h 23 min,2020,13+
4258,Fading Gigolo,English,6.2,1 h 30 min,2013,18+
4259,Hirak Jayanti,Bengali,6.5,2 h 12 min,1990,NR
4260,Maqsad,Hindi,5.8,2 h 46 min,1984,All
4261,Ratnamanjari,Kannada,4.6,2 h 27 min,2019,13+
4262,Sei Chokh,Bengali,None,2 h 9 min,1976,NR
4263,Raja Gaja No Problem,Bengali,None,2 h 10 min,2017,13+
4264,Meera,Hindi,8.2,2 h 18 min,1979,NR
4265,Raavan,Hindi,5.4,2 h 16 min,2010,All
4266,THE GLORIOUS STORY OF CASTLES,English,None,54min,2020,13+
4267,Jallikattu,Malayalam,7.5,1 h 32 min,2019,13+
4268,Intlo Illalu Vantintlo Priyuralu,Telugu,7,2 h 27 min,1996,All
4269,Aatagadharaa Siva,Telugu,7.3,1 h 40 min,2018,All
4270,Hotel Artemis,English,6.1,1 h 30 min,2018,18+
4271,Britain's Ultranationalists,English,None,57min,2020,13+
4272,Ambikapathy,Tamil,7.6,2 h 18 min,2013,NR
4273,Door Ke Darshan,Hindi,6.2,1 h 54 min,2020,13+
4274,Robibaar,Bengali,4.6,1 h 54 min,2020,13+
4275,Gujarat to Mumbai,Gujarati,None,1 h 57 min,2017,13+
4276,Intlo Pilli Veedhilo Puli,Telugu,None,2 h 12 min,1991,NR
4277,Star Trek Beyond,Hindi,7.1,2 h 2 min,2016,16+
4278,Blackie & Kanuto ( In Hindi ),Hindi,3.3,1 h 18 min,2019,All
4279,John Wick: Chapter 2,Hindi,7.5,2 h 2 min,2017,18+
4280,Chhota Bheem - The Rise of Kirmada,Hindi,5.8,1 h 8 min,2012,All
4281,Mahatirtha Kalighat,Bengali,None,1 h 56 min,None,NR
4282,Ami Je Ke Tomar,Bengali,4.9,2 h 16 min,2017,13+
4283,Dear Dad,Hindi,6.4,1 h 24 min,2016,13+
4284,Hirak Rajar Deshe,Bengali,8.9,1 h 54 min,2018,13+
4285,Tamanchey,Hindi,4.5,1 h 51 min,2014,13+
4286,Baaz - A Bird In Danger,Hindi,3.2,2 h 41 min,2003,13+
4287,Anbukku Naan Adimai,Tamil,6.2,2 h 9 min,1980,All
4288,Shoshibhushon,Bengali,None,20min,2018,13+
4289,Bepanaah,Hindi,6.3,2 h 36 min,1985,NR
4290,SNOW WHITE,English,None,1 h 30 min,2002,7+
4291,Dirty Mind,Hindi,6.7,9min,2013,All
4292,Kshanbhar Vishranti,Marathi,6.3,2 h 23 mins,2010,All
4293,Top Cat (Tamil),Tamil,None,1 h 26 min,2012,7+
4294,Shahjahanpur ka Laatsahab,English,None,33min,2020,13+
4295,I Am Ali,English,7.2,1 h 51 min,2014,7+
4296,Zindagi Na Milegi Dobara,Hindi,8.1,2 h 34 min,2011,13+
4297,Shahanpan Dega Deva,Marathi,5.1,1 h 55 mins,2011,13+
4298,Putin: The New Empire,English,7.6,57min,2020,13+
4299,Paavi,Tamil,None,2 h 1 min,2011,NR
4300,Deewaanapan,Hindi,4.6,2 h 27 min,2001,NR
4301,Stuart Little,Tamil,5.9,1 h 24 min,1999,All
4302,Student Of The Year,Hindi,5.3,2 h 25 min,2012,13+
4303,Singara Chennai,Tamil,None,1 h 49 min,2004,13+
4304,Srinivasa Kalyanam,Telugu,6.1,2 h 19 min,2018,All
4305,Sri Kannika Parameswari,Tamil,7.8,2 h 10 min,2014,NR
4306,Uphaar,Hindi,7.1,2 h 8 min,1971,All
4307,Bounty Hunters,Tamil,5.4,1 h 45 min,2016,13+
4308,Cloudy with a Chance of Meatballs,English,6.9,1 h 29 min,2009,7+
4309,Memory Card,Marathi,5.4,1 h 40 mins,2018,13+
4310,Tum Milo Toh Sahi,Hindi,5.7,2 h 8 min,2010,All
4311,Devi,Bengali,8.3,1 h 55 min,2020,13+
4312,The Dark Knight,English,9,2 h 32 min,2008,13+
4313,Encounter,Bengali,3.9,2 h 2 min,2017,13+
4314,UNTRACEABLE,Hindi,6.2,1 h 36 min,2008,13+
4315,Food Patriots,English,5.9,1 h 13 min,2019,13+
4316,School Master,Hindi,7,1 h 57 min,None,NR
4317,47 Dhansukh Bhawan,Gujarati,5.5,1 h 45 min,2019,13+
4318,"Men And Turtles, A journey across the Indian Ocean",English,None,52min,2020,13+
4319,Ponmagal Vandhal,Tamil,6.8,2 h 3 min,2020,18+
4320,Faraar-1965,Hindi,None,2 h 17 min,None,NR
4321,Street Kings,English,6.8,1 h 48 min,2008,18+
4322,Up Up & Up,Tamil,5.6,1 h 18 min,2019,All
4323,Ahmedabad Palanpur Via Kadi Kalol,Gujarati,None,2 h 45 min,2008,All
4324,Sati Anasuya,Telugu,None,2 h 21 min,None,NR
4325,Sri Anjaneya Charitra,Telugu,None,2 h 6 min,1981,NR
4326,Vicky Velingkar,Marathi,4.6,2 h 5 mins,2019,13+
4327,Masoom,Hindi,8.4,2 h 17 min,1983,All
4328,Hotel Milan,Hindi,3.7,2 h 3 min,2018,18+
4329,The Blair Witch Project,English,6.5,1 h 21 min,1999,18+
4330,Samurai,Tamil,6.3,2 h 58 min,2002,13+
4331,The Conjuring 2,Telugu,7.3,2 h 13 min,2016,18+
4332,Men in Black,Marathi,7.3,1 h 37 mins,1997,13+
4333,Unnai Ninaithu,Tamil,6.9,2 h 43 min,2002,All
4334,Shrek 2,Hindi,7.2,1 h 32 min,2004,7+
4335,Stalking Laura (4K Restored),English,6.5,1 h 35 min,1993,16+
4336,Happy Birthday (Kannada),Kannada,3.8,2 h 30 min,2017,13+
4337,I Am Legend,English,7.2,1 h 40 min,2007,18+
4338,Super Kudumbam,Tamil,5.4,2 h 20 min,2001,13+
4339,Gold and Mineral Water,English,None,1 h 3 min,2020,13+
4340,Honey Bunny As Super Team X,Hindi,None,49min,2018,7+
4341,Primer,English,6.9,1 h 17 min,2004,16+
4342,Guruji Oru Vakku,Malayalam,5.9,2 h 1 min,1985,NR
4343,Khoya Khoya Chand,Hindi,6.3,2 h 8 min,2007,13+
4344,Sniper,English,6.2,1 h 39 min,1993,18+
4345,The Super Simple Show - Animals,English,None,45min,2019,All
4346,Deergha Sumangali,Kannada,5.2,2 h 23 min,1995,NR
4347,Cheppu,Malayalam,6.9,2 h 10 min,1987,NR
4348,Jayadev,Telugu,6.3,2 h 15 min,2017,13+
4349,Chhota Bheem - Himalayan Adventure,Hindi,5.6,1 h 34 min,2016,All
4350,Operation Jackpot Nalli C.I.D 999,Kannada,None,2 h 26 min,1969,NR
4351,Varasudochadu,Telugu,None,2 h 4 min,2010,NR
4352,Daagadi Chawl,Marathi,6.2,1 h 54 mins,2015,13+
4353,XXX: State of the Union,Hindi,4.5,1 h 40 min,2005,16+
4354,Jadoogadu,Telugu,5.5,2 h 32 min,2015,13+
4355,Nau Mahine Nau Divas,Marathi,5.8,2 h 10 mins,2009,13+
4356,Pappu Can't Dance Saala,Hindi,6.5,2 h 7 min,2011,13+
4357,R... Rajkumar,Hindi,5.2,2 h 25 min,2013,NR
4358,On Day Eight,English,None,54min,2019,13+
4359,Empire Records,English,6.7,1 h 30 min,1995,16+
4360,Aaru,Tamil,5.7,2 h 37 min,2005,18+
4361,Bodhi,Malayalam,None,1 h 30 min,2014,All
4362,Rowdy Rajyam,Telugu,None,1 h 43 min,1994,NR
4363,Radiopetti,Tamil,7.3,1 h 22 min,2015,NR
4364,Ekti Raat,Bengali,7.3,2 h 18 min,None,NR
4365,Sankashta Kara Ganapathi,Kannada,6.8,1 h 56 min,2018,13+
4366,The Nut Job 2,English,5.5,1 h 26 min,2017,7+
4367,Kinare Kinare,Hindi,7.1,1 h 51 min,None,NR
4368,I Am Kalam,Tamil,8,1 h 28 min,2011,All
4369,Cell,English,4.4,1 h 38 min,2016,18+
4370,One Day: Justice Delivered,Hindi,5.5,2h,2019,13+
4371,Vishnu Vijaya,Kannada,None,2 h 20 min,1993,NR
4372,Rajdooth,Telugu,6.7,2 h 5 min,2019,All
4373,Teen Bahuraniyan,Hindi,6.8,2 h 27 min,None,All
4374,Hari Darshan,Hindi,7.6,2 h 38 min,1972,All
4375,Job: Astronaut!,English,None,1 h 31 min,2019,13+
4376,Yea Toh Two Much Ho Gaya,Hindi,3.6,1 h 58 min,2016,13+
4377,War (Telugu),Telugu,6.5,2 h 31 min,2019,13+
4378,The Raid: Redemption,Hindi,7.6,1 h 37 min,2012,18+
4379,Rajlokhi o Srikanto,Bengali,None,2 h 25 min,2020,13+
4380,Monihar,Bengali,6.4,2 h 21 min,None,NR
4381,Big Momma's House 2,English,4.7,1 h 38 min,2006,13+
4382,Unishe April,Bengali,7.7,2 h 13 min,1996,All
4383,Omkara,Hindi,8.1,2 h 32 min,2006,NR
4384,Bonpalashir Padabali,Bengali,None,2 h 19 min,1973,NR
4385,Sapthagiri Express,Telugu,7.5,2h,2016,13+
4386,Mohalla Assi,Hindi,6.8,1 h 57 min,2018,18+
4387,Gleason,English,8.3,1 h 51 min,2016,16+
4388,The Believer’s Heaven,English,None,1h,1977,NR
4389,Detective Byomkesh Bakshy,Hindi,7.6,2 h 18 min,2015,13+
4390,Paaghadi,Gujarati,6.4,1 h 51 min,2018,All
4391,Freddy Got Fingered,English,4.6,1 h 27 min,2001,18+
4392,Thayillamal Nannilai,Tamil,6.4,2 h 15 min,1979,All
4393,One for the Money,English,5.3,1 h 31 min,2012,16+
4394,Dragon Blade,Tamil,6,2 h 7 min,2015,13+
4395,Miranda House,Marathi,3.7,1 h 25 mins,2019,13+
4396,Swarga Tomar Charane,Bengali,None,2 h 26 min,1998,NR
4397,Shesh Theke Shuru,Bengali,4.8,50min,2018,13+
4398,Sriman Prithviraj,Bengali,7.5,1 h 47 min,1972,NR
4399,Nenjil Oru Mull,Tamil,None,2 h 21 min,1981,NR
4400,Jalpari : The Desert Mermaid,Hindi,7.1,1 h 31 min,2012,All
4401,The Lord of the Rings: The Fellowship of the Ring,English,8.8,2 h 58 min,2001,All
4402,The Polar Express,English,6.6,1 h 39 min,2004,All
4403,Geostorm,Telugu,5.3,1 h 49 min,2017,13+
4404,Mirugam,Telugu,6.2,1 h 26 min,2007,NR
4405,Amarkalam,Tamil,7.3,2 h 29 min,1998,13+
4406,Deewana Mastana,Hindi,6.7,2 h 13 min,1997,All
4407,CID Eesha,Kannada,5.5,2 h 7 min,2013,NR
4408,Ek Khiladi Ek Haseena,Hindi,5.7,2 h 21 min,2005,18+
4409,Natakam,Telugu,5.9,2 h 16 min,2018,18+
4410,Yamadonga,Telugu,7.3,2 h 58 min,2007,13+
4411,Jai Jai Maharashtra Majha,Marathi,6.3,2 h 7 mins,2012,All
4412,Biswaprakash,English,6.8,2 h 17 min,1999,NR
4413,Tharka,Kannada,5.8,2 h 11 min,1989,NR
4414,Gair,Hindi,3.7,2 h 22 min,1999,13+
4415,Lamhe,Hindi,7.4,3 h 7 min,1991,All
4416,Amazon Obhijaan,Bengali,4.6,2 h 17 min,2017,13+
4417,Janapriyan,Malayalam,6.3,2h,2011,All
4418,Naikar Bhumikay,Bengali,None,2 h 1 min,1972,All
4419,Kajarya,Hindi,6.6,1 h 44 min,2015,18+
4420,Vinara Sodara Veera Kumara,Telugu,7.4,2 h 25 min,2019,13+
4421,Lover,Telugu,5.7,2 h 5 min,2018,13+
4422,Maara (Telugu),Telugu,None,2 h 29 min,2021,13+
4423,Zameen Aasmaan,Hindi,5.5,2 h 23 min,1984,NR
4424,The Jimmy Show,English,5.2,1 h 36 min,2002,18+
4425,Super Bheem in Dragonpur,Hindi,None,1 h 10 min,2017,7+
4426,Hum Tum Dushman Dushman,Hindi,5.8,1 h 54 min,2015,NR
4427,Made in America,English,5.1,1 h 50 min,1993,16+
4428,Pai Brothers,Malayalam,4.7,2 h 17 min,1995,NR
4429,Sye Raa Narasimha Reddy (Hindi),Hindi,7.4,2 h 49 min,2019,13+
4430,Shrimoti Bhoyonkori,Bengali,5.3,55min,2018,13+
4431,Carry On Jatta 2,Punjabi,6.9,2 h 27 mins,2018,13+
4432,Mafi Dona,Malayalam,3.9,1 h 49 min,2019,13+
4433,Chenkol,Malayalam,7.8,2 h 41 min,1993,NR
4434,Honeymoon,Hindi,5.7,2 h 8 min,1973,NR
4435,Jodi,Telugu,6.1,2 h 27 min,1999,NR
4436,Dream Mall,Marathi,5.6,1 h 30 mins,2018,13+
4437,Fear City,English,5.7,1 h 34 min,1984,18+
4438,The Opium War,English,6.5,1 h 4 min,2020,13+
4439,Housefull 2,Hindi,5.3,2 h 39 min,2012,NR
4440,Dubai,Malayalam,None,3 h 19 min,2001,NR
4441,Tartuffe,English,7.1,1 h 2 min,None,18+
4442,Pakalppooram,Malayalam,5.4,2 h 39 min,2002,NR
4443,Professor,Kannada,6.4,2 h 21 min,1995,NR
4444,Vichitra Kutumbam,Telugu,8.2,2 h 48 min,None,NR
4445,She’s Lost Control,English,None,1 h 30 min,2014,NR
4446,Din Dehade Lai Jaange,Punjabi,None,2 h 10 mins,2018,13+
4447,Aaja Nachle,Hindi,6.2,2 h 23 min,2007,All
4448,Fatso!,Hindi,5.7,1 h 37 min,2012,13+
4449,Fidaa,Telugu,7.5,2 h 25 min,2017,All
4450,Ungli,Hindi,5.7,1 h 53 min,2014,13+
4451,Fish Fingers,Bengali,None,3min,2020,13+
4452,Sahasa Baaludu Vichitra Kothi,Telugu,None,2 h 21 min,2002,NR
4453,Vajram,Malayalam,3.2,2 h 2 min,2004,NR
4454,Boss Engira Bhaskaran,Tamil,7.2,2 h 41 min,2010,All
4455,Rammstein: In Amerika (Documentaries),English,8.2,2 h 23 min,2016,18+
4456,Shiva,Hindi,8.1,2 h 41 min,1990,All
4457,Jyothi,Telugu,7.3,1 h 54 min,1976,NR
4458,Gulabi,Telugu,7.2,2 h 13 min,1995,18+
4459,Mukku Pudaka,Telugu,None,2 h 2 min,1983,NR
4460,Ratnadwip,Bengali,None,1 h 50 min,None,NR
4461,Devi Sri Prasad,Telugu,6.4,1 h 38 min,2017,18+
4462,Mehbooba,Telugu,5.5,2 h 27 min,2018,13+
4463,Chinnodu Peddodu,Telugu,6.3,2 h 20 min,1988,NR
4464,Lukochurii,Bengali,4.4,1 h 57 min,2010,All
4465,Chess,Malayalam,5.3,2 h 17 min,2006,13+
4466,Bollywood Diaries,Hindi,6,1 h 56 min,2016,13+
4467,Baat Ban Jaye,Hindi,6.3,2 h 28 min,1986,NR
4468,Ghar Ghar Ki Kahani,Hindi,7.5,2 h 22 min,1970,NR
4469,Sakthi - Malayalam,Malayalam,None,2 h 18 min,2003,NR
4470,Bombay March 12,Malayalam,5.6,2 h 1 min,2011,All
4471,Lucifer (Telugu),Telugu,7.5,2 h 52 min,2019,13+
4472,Born To Race,English,6,1 h 38 min,2012,16+
4473,"Negotiator, The",English,7.3,2 h 19 min,1998,18+
4474,While We’re Young,English,None,1 h 33 min,2014,18+
4475,Crossed Over,English,5.4,1 h 31 min,2002,16+
4476,Junooniyat,Hindi,4.2,2 h 2 min,2016,All
4477,Kunku Zala Vairi,Marathi,None,2 h 29 mins,2005,All
4478,Shotti Aai To Jibon,Bengali,None,2 h 18 min,2000,NR
4479,Chaar Maharathi,Hindi,4.5,2 h 17 min,1985,NR
4480,Trending,English,None,47min,2020,13+
4481,Shob Bhooturey,Bengali,5.4,1 h 53 min,2018,13+
4482,Bandhu Tomar,Bengali,None,2 h 20 min,2010,NR
4483,Ek Din Aadhi Raat,Hindi,None,2 h 6 min,1971,NR
4484,Vaali,Tamil,7.9,2 h 39 min,1999,18+
4485,Kartavyarayuni Katha,Telugu,None,2 h 3 min,None,NR
4486,Rehmat Ali,Bengali,5.1,2 h 7 min,2017,13+
4487,Sex and the City 2,English,4.5,2 h 26 min,2010,18+
4488,Hosa Belaku,Kannada,8.2,2 h 28 min,1982,NR
4489,Sirai Qaidhi,Tamil,None,59min,1984,NR
4490,Mauchaak,Bengali,None,2 h 7 min,2017,13+
4491,Deepar Prem,Bengali,None,1 h 29 min,2017,13+
4492,Cat in the Hat,Tamil,4,1 h 21 min,2003,7+
4493,Ulladakkam,Malayalam,7.2,2h,1991,All
4494,Dangerous Beauty,English,7.2,1 h 51 min,1999,18+
4495,Shubham Karoti Kalyanam,Marathi,None,2 h 7 mins,2017,All
4496,Bangali Babu English Mem,Bengali,5.3,2 h 24 min,2017,13+
4497,Sarvopari Palakkaran,Malayalam,5,2 h 15 min,2017,All
4498,Hank Williams: The Show He Never Gave,English,7,1 h 26 min,1980,16+
4499,Captive State,English,6,1 h 54 min,2019,16+
4500,Gaheen Hriday,Bengali,7.5,1 h 47 min,2018,18+
4501,Man of Steel (2013),Telugu,7,2 h 22 min,2013,13+
4502,Iti Mrinalini,Bengali,None,2 h 11 min,2017,13+
4503,Manoharam,Malayalam,6.8,2h,2019,All
4504,Karuninchina Kanaka Durga,Telugu,None,2 h 12 min,1986,NR
4505,T-34,Hindi,6.7,1 h 52 min,2018,All
4506,Harry Potter and the Prisoner of Azkaban,Hindi,7.9,2 h 21 min,2004,All
4507,Criminal,Hindi,6.3,1 h 48 min,2016,18+
4508,Nuvvu Thopu Raa,Telugu,7.2,2 h 20 min,2019,13+
4509,Jesal Toral,Gujarati,6.5,2 h 7 min,1971,All
4510,Tumbbad,Tamil,8.3,1 h 44 min,2018,18+
4511,Brojobuli,Bengali,6.8,1 h 50 min,2017,13+
4512,Silsiilay,Hindi,4,2 h 2 min,2005,NR
4513,Annabelle Comes Home,Telugu,5.9,1 h 46 min,2019,18+
4514,Vallikkudilile Vellakkaran,Malayalam,5.7,1 h 42 min,2018,All
4515,Love & Mercy,English,7.4,1 h 56 min,2014,18+
4516,Srodhanjali,Bengali,None,2 h 14 min,1993,NR
4517,Ajab Singh Ki Gazab Kahani,Hindi,5.9,1 h 53 min,2017,18+
4518,Jeene Ki Arzoo,Hindi,5.9,2 h 12 min,1981,All
4519,The Big Sick,English,7.5,2h,2017,18+
4520,The Matrix,Hindi,8.7,2 h 16 min,1999,18+
4521,Living with Wolves,English,8.6,52min,2019,13+
4522,Theevram,Malayalam,6.5,2 h 6 min,2012,All
4523,Bandhabi,Bengali,None,2 h 33 min,1989,NR
4524,Harry Potter and the Deathly Hallows - Part 2,Hindi,8.1,2 h 10 min,2011,13+
4525,Lucy,Hindi,6.4,1 h 29 min,2014,18+
4526,A Call to Spy,English,6.3,2 h 4 min,2020,16+
4527,Phir Milenge,Hindi,6.1,2 h 8 min,2004,All
4528,Sudhu Bhalobasa,Bengali,None,2 h 39 min,2005,NR
4529,Turtle Beach,English,4.7,1 h 27 min,1992,18+
4530,One,Bengali,None,2 h 28 min,2017,13+
4531,Ivanuku Thannila Gandam,Tamil,5.5,2 h 9 min,2015,All
4532,Mona Darling,Hindi,4.9,1 h 44 min,2017,18+
4533,Desh,Bengali,None,2 h 10 min,2002,NR
4534,The Smurfs And The Magic Flute,English,6,1 h 10 min,1976,7+
4535,Ishq Ke Parindey,Hindi,6.6,1 h 53 min,2015,NR
4536,Just Married : Marriage Was Only The Beginning,Hindi,5.3,2 h 6 min,2007,13+
4537,Dum Laga Ke Haisha,Hindi,7.5,1 h 50 min,2015,13+
4538,Vrithra,Kannada,6.2,1 h 48 min,2019,All
4539,Golden Dawn Girls,English,7,1 h 32 min,2020,13+
4540,Kedi,Telugu,None,2 h 42 min,2010,13+
4541,Aa Eradu Varshagalu,Kannada,8,2 h 6 min,2017,NR
4542,Jaguar:Going Electric,English,None,57min,2019,13+
4543,Samsaram Adhu Minsaram,Tamil,7.3,2 h 18 min,1986,All
4544,Up Up & Up,English,5.6,1 h 18 min,2019,All
4545,Hijacked: Flight 285,English,4.8,1 h 33 min,1996,16+
4546,Jumanji,Hindi,7,1 h 44 min,1995,7+
4547,Maa Beta,Hindi,None,2 h 18 min,None,NR
4548,Gharana,Hindi,7.1,2 h 34 min,None,All
4549,Dekh Tamasha Dekh,Hindi,6.1,1 h 49 min,2014,NR
4550,Ankhon Dekhi,Hindi,8,1 h 44 min,2014,7+
4551,Proxy,Bengali,5.7,1 h 46 min,1977,NR
4552,Gemini,Telugu,5.7,2 h 31 min,2002,All
4553,Luv Ni Love Storys,Gujarati,7,2 h 20 min,2020,All
4554,Gantumoote,Kannada,8.1,1 h 55 min,2019,18+
4555,Lal Pan Bibi,Bengali,5.3,2 h 49 min,1994,NR
4556,Sommersby,English,6.2,1 h 53 min,1993,18+
4557,Atumgiri (Itemgiri),Marathi,6.5,2 h 11 mins,2017,13+
4558,Padma Nadir Majhi,Bengali,8.2,2 h 11 min,2017,13+
4559,Onnaam Maanam Poomaanam,Malayalam,None,1 h 35 min,1987,NR
4560,Bottle Rocket,English,7,1 h 31 min,1996,18+
4561,Deva - Kannada,Kannada,None,2 h 32 min,1989,NR
4562,Salt,Telugu,6.4,1 h 40 min,2010,13+
4563,Ghost Rider,English,5.2,1 h 50 min,2007,13+
4564,Satya 2,Telugu,5.9,2 h 7 min,2013,18+
4565,Waris,Hindi,5.9,2 h 2 min,None,NR
4566,Don’t Expect Too Much,English,None,1 h 12 min,2011,16+
4567,Thuparivaalan,Tamil,7.5,2 h 34 min,2017,13+
4568,Kharidaar,Hindi,None,2h,1988,NR
4569,Flight 192,Tamil,5,1 h 25 min,2016,16+
4570,Laal Ishq,Marathi,5.5,1 h 56 mins,2016,13+
4571,Software Sudheer,Telugu,5.7,1 h 55 min,2019,13+
4572,Bleeding Steel,English,5.2,1 h 45 min,2017,13+
4573,Darpa Churna,Bengali,None,2 h 4 min,2017,13+
4574,Ali,English,6.8,2 h 36 min,2001,18+
4575,Iswar Parameswar,Bengali,None,2 h 7 min,1993,NR
4576,Bindur Cheley,Bengali,None,1 h 49 min,2017,13+
4577,Alvin and the Chipmunks: Chipwrecked,English,4.3,1 h 27 min,2011,All
4578,Kadaram Kondan,Tamil,5.7,1 h 54 min,2019,13+
4579,Carry On Balle Balle,Hindi,6.9,2 h 5 min,2020,13+
4580,Kalankini Kankabati,Bengali,6.8,1 h 53 min,1981,NR
4581,Aadmi,Hindi,6.5,2 h 22 min,1993,18+
4582,Master Stroke,Gujarati,6.4,1 h 56 min,2019,All
4583,Nishabdha (Kannada),Kannada,3.8,2 h 5 min,2020,16+
4584,Holly Slept Over,English,5.5,1 h 27 min,2020,16+
4585,Ragala 24 Gantallo,Telugu,5.2,2 h 11 min,2019,13+
4586,Fukushima,English,None,55min,2019,13+
4587,Fruits of Passion,English,5.6,1 h 19 min,1981,18+
4588,Chhalaang,Hindi,6.5,2 h 16 min,2020,13+
4589,Chaarfutiya Chhokare,Hindi,6.2,1 h 53 min,2014,13+
4590,Mangal Deep,Bengali,8.1,2 h 27 min,2017,13+
4591,Blair Witch (2016),English,5,1 h 29 min,2016,18+
4592,Vijay,Hindi,5.6,2 h 52 min,1988,16+
4593,Scooby-Doo!: The Movie,Hindi,5.1,1 h 26 min,2002,13+
4594,Daag,Hindi,7,2 h 26 min,1973,7+
4595,Hero No.01 - Vir: The Robot Boy Movie,Hindi,2.8,54min,2012,7+
4596,Fortuner,Kannada,6.9,2 h 10 min,2019,13+
4597,Pakdam Pakdai: Ocean Attack,Hindi,None,1 h 13 min,2020,All
4598,Amayaka Chakravarthy,Telugu,None,2 h 11 min,1983,NR
4599,Kamaraj,Tamil,7.1,2 h 1 min,2004,All
4600,Hangsharaj,Bengali,None,1 h 56 min,1976,NR
4601,Mana Gedda Maga,Kannada,8.5,2 h 4 min,1992,NR
4602,Rojulu Marayi,Telugu,5.8,2 h 11 min,None,All
4603,Karmegham,Tamil,5.9,2 h 18 min,2002,13+
4604,Autodriver,English,None,30min,2020,13+
4605,Jatagadu,Telugu,None,2 h 17 min,1981,NR
4606,C/O Surya,Telugu,5.5,1 h 43 min,2017,13+
4607,Eththan,Tamil,5.1,2 h 22 min,2011,All
4608,Prem By Chance,Bengali,6.7,2 h 28 min,2018,13+
4609,Gattu Battu Vs Zaarc: The Machine Maniac,Hindi,None,1 h 11 min,2020,7+
4610,Ottayadippaathakal,Malayalam,None,1 h 29 min,1993,NR
4611,John Rambo,English,7,1 h 26 min,2008,18+
4612,Shaadi No. 1,Hindi,3.5,2 h 9 min,2005,NR
4613,Shubh Mangal Zyada Saavdhan,Hindi,5.8,1 h 57 min,2020,13+
4614,Housefull,Hindi,5.4,2 h 28 min,2010,NR
4615,Dinoshark,Telugu,3.1,1 h 26 min,2010,16+
4616,John Wick: Chapter 2,Kannada,7.5,2 h 2 min,2017,18+
4617,Palay Khan,Hindi,6.5,2 h 25 min,1986,All
4618,The Legend of Michael Mishra,Hindi,4.4,1 h 58 min,2016,All
4619,Honey Boy,Telugu,7.3,1 h 34 min,2019,18+
4620,Ellis Island: The Making of a Master Race in America,English,6.8,1 h 9 min,2019,13+
4621,Entrapment,English,6.3,1 h 52 min,1999,18+
4622,Kuttram Kadithal,Tamil,8,1 h 59 min,2015,All
4623,Strings of Passion,Hindi,6.5,1 h 35 min,2014,NR
4624,Pather Panchali,Bengali,8.6,2 h 2 min,None,NR
4625,Koyelaanchal,Hindi,5.4,2 h 25 min,2014,NR
4626,Duur,Hindi,None,7min,2013,All
4627,Ustadi Ustad Se,Hindi,3.8,2 h 14 min,1982,NR
4628,MySelf Pendu,Punjabi,4.4,2 h 5 mins,2015,13+
4629,Phullu,Hindi,6,1 h 31 min,2017,13+
4630,Kudi Canada Di,Punjabi,None,2 h 4 mins,1994,NR
4631,Danob,Bengali,None,2 h 36 min,2019,13+
4632,Napoleon (Telugu),Telugu,6.9,1 h 54 min,2017,13+
4633,Shatranj Ke Khilari,Hindi,7.7,1 h 55 min,1977,All
4634,Kaagaz Ke Phool,Hindi,8,2 h 13 min,None,All
4635,Carol,English,7.2,1 h 58 min,2015,18+
4636,Don 2,Hindi,7.1,2 h 27 min,2011,13+
4637,Kaalia,Hindi,6.8,2 h 46 min,1981,All
4638,Bhartiya,Marathi,7.7,2 h 9 mins,2012,13+
4639,Baat Bann Gayi,Hindi,5.1,1 h 48 min,2013,NR
4640,Escape Room,English,4.2,1 h 26 min,2017,18+
4641,Vagala Rani,Telugu,None,1 h 29 min,2004,NR
4642,Sky and Ground,English,8.4,1 h 24 min,2019,13+
4643,Nala Damayanthi,Telugu,7.1,2 h 39 min,None,NR
4644,Mister,Telugu,3.8,2 h 36 min,2017,13+
4645,Raduaa,Punjabi,5.1,2 h 8 mins,2018,All
4646,Abduction Point,Marathi,5.6,1 h 22 mins,2016,18+
4647,Goyenda Junior,Bengali,6.1,1 h 58 min,2019,13+
4648,Aar Paar,Hindi,6.6,2 h 11 min,None,All
4649,Sakhi Tumi Kar,Bengali,None,2 h 31 min,2017,13+
4650,Bandh Hotho Ni Vaat,Gujarati,None,2h,2008,All
4651,Chirunama,Telugu,None,2 h 21 min,2001,NR
4652,Anjali,Bengali,6.6,1 h 54 min,1988,All
4653,Children of the Bride,English,6.5,1 h 34 min,1990,16+
4654,Bhagam Bhag,Hindi,6.4,2 h 32 min,2006,All
